time_debut,time_fin,n_stations,stations,n_picks,probabilite_max
2014-02-24T14:15:10.579900,2014-02-24T14:15:20.189900,4,"BAM,CPM,GBM,MLM",5,1.0
2014-02-24T14:15:57.819900,2014-02-24T14:16:03.009900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,0.9999976754188538
2014-02-24T18:37:30.770000,2014-02-24T18:37:36.579900,5,"BAM,CPM,GBM,IA2,MLM",5,0.9994373321533203
2014-02-24T19:41:18.589900,2014-02-24T19:41:24.900000,4,"BAM,IA2,MLM,SAM",4,0.9957493543624878
2014-02-24T20:10:47.640000,2014-02-24T20:10:54.559900,4,"BAM,CPM,MLM,SAM",4,0.9995530843734741
2014-02-25T01:59:31.510000,2014-02-25T01:59:32.899900,4,"CPM,GBM,IA2,SAM",4,0.9999996423721313
2014-02-25T03:00:33.519900,2014-02-25T03:00:34.409900,6,"BAM,CPM,GBM,IA2,MLM,SAM",6,1.0
2014-02-25T05:36:20.950000,2014-02-25T05:36:23.499900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,0.9998871684074402
2014-02-25T09:58:38.789900,2014-02-25T09:58:40.199900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999997615814209
2014-02-25T12:01:28.699900,2014-02-25T12:01:30.760000,5,"CPM,GBM,IA2,LAM,SAM",5,1.0
2014-02-25T19:59:04.109900,2014-02-25T19:59:08.239900,4,"CPM,GBM,IA2,MLM",4,0.9827736616134644
2014-02-25T21:06:38.989900,2014-02-25T21:06:41.210000,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-02-26T03:43:32.069900,2014-02-26T03:43:33.719900,4,"BAM,CPM,GBM,IA2",4,1.0
2014-02-26T07:57:13.359900,2014-02-26T07:57:13.909900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,1.0
2014-02-26T07:57:27.909900,2014-02-26T07:57:28.869900,6,"CPM,GBM,IA2,LAM,MLM,SAM",6,1.0
2014-02-26T21:26:09.959900,2014-02-26T21:26:12.360000,5,"BAM,GBM,LAM,MLM,SAM",5,1.0
2014-02-28T08:09:43.209900,2014-02-28T08:09:43.700000,4,"BAM,CPM,GBM,IA2",4,0.9999998211860657
2014-02-28T08:09:56.170000,2014-02-28T08:09:56.789900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999989867210388
2014-02-28T12:52:30.739900,2014-02-28T12:52:31.910000,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-02-28T12:52:46.640000,2014-02-28T12:52:47.610000,5,"BAM,CPM,IA2,LAM,SAM",5,0.999904453754425
2014-02-28T20:24:39.629900,2014-02-28T20:24:40.750000,4,"CPM,GBM,IA2,LAM",4,0.9999625086784363
2014-02-28T20:55:24.660000,2014-02-28T20:55:26.870000,5,"CPM,GBM,IA2,LAM,SAM",5,0.9999993443489075
2014-02-28T23:58:11.239900,2014-02-28T23:58:11.859900,4,"CPM,GBM,IA2,MLM",4,0.9986506700515747
2014-02-28T23:58:24.810000,2014-02-28T23:58:25.739900,5,"BAM,GBM,IA2,LAM,MLM",5,1.0
2014-03-01T08:22:41.329900,2014-03-01T08:22:43.879900,4,"BAM,GBM,IA2,MLM",4,0.9999922513961792
2014-03-02T01:39:35.180000,2014-03-02T01:39:35.650000,4,"CPM,GBM,IA2,LAM",4,1.0
2014-03-02T02:27:40.409900,2014-03-02T02:27:41.529900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,1.0
2014-03-02T06:03:19.029900,2014-03-02T06:03:19.830000,4,"BAM,CPM,GBM,IA2",4,1.0
2014-03-02T08:19:18.550000,2014-03-02T08:19:22.069900,5,"BAM,CPM,GBM,IA2,LAM",5,1.0
2014-03-02T09:43:24.599900,2014-03-02T09:43:27.230000,5,"BAM,CPM,GBM,LAM,SAM",5,0.9999831318855286
2014-03-02T18:28:08.029900,2014-03-02T18:28:09.050000,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-02T18:28:33.849900,2014-03-02T18:28:34.890000,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999953508377075
2014-03-02T19:13:54.200000,2014-03-02T19:14:03.590000,4,"BAM,IA2,LAM,SAM",4,1.0
2014-03-02T19:53:57.510000,2014-03-02T19:54:05.719900,4,"BAM,CPM,LAM,SAM",4,1.0
2014-03-02T19:58:23.790000,2014-03-02T19:58:29.719900,4,"BAM,CPM,GBM,SAM",4,0.9986504316329956
2014-03-03T01:25:46.389900,2014-03-03T01:25:47.330000,4,"BAM,CPM,GBM,IA2",4,0.9979027509689331
2014-03-03T06:43:00.659900,2014-03-03T06:43:01.750000,4,"CPM,GBM,IA2,LAM",4,0.9999999403953552
2014-03-03T08:29:17.059900,2014-03-03T08:29:18.319900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,1.0
