time_debut,time_fin,n_stations,stations,n_picks,probabilite_max
2014-03-10T19:25:59.570000,2014-03-10T19:26:06.629900,4,"BAM,LAM,MLM,SAM",4,0.9816651344299316
2014-03-10T20:04:04.259900,2014-03-10T20:04:09.510000,4,"BAM,GBM,LAM,MLM",4,0.9916142225265503
2014-03-10T20:29:29.320000,2014-03-10T20:29:36.710000,4,"CPM,IA2,LAM,SAM",4,0.9699182510375977
2014-03-10T20:30:42.449900,2014-03-10T20:30:49.189900,4,"BAM,GBM,IA2,MLM",4,0.9929627180099487
2014-03-10T20:50:07.979900,2014-03-10T20:50:12.819900,4,"BAM,CPM,GBM,LAM",4,0.9453703165054321
2014-03-10T21:33:16.720000,2014-03-10T21:33:18.989900,4,"BAM,GBM,LAM,SAM",4,0.9906396865844727
2014-03-10T21:56:27.549900,2014-03-10T21:56:30.589900,4,"BAM,CPM,IA2,LAM",4,0.9912863969802856
2014-03-10T22:15:40.019900,2014-03-10T22:15:49.509900,4,"BAM,GBM,LAM,SAM",5,0.9640154838562012
2014-03-11T04:04:37.579900,2014-03-11T04:04:38.060000,5,"BAM,CPM,GBM,LAM,SAM",5,0.9999985694885254
2014-03-11T07:33:48.580000,2014-03-11T07:33:49.690000,4,"BAM,GBM,LAM,SAM",4,0.9996351003646851
2014-03-11T08:22:44.269900,2014-03-11T08:22:49.579900,4,"BAM,CPM,GBM,MLM",4,0.9926819801330566
2014-03-11T08:31:53.069900,2014-03-11T08:32:01.719900,4,"BAM,GBM,LAM,MLM",5,0.9862629175186157
2014-03-11T08:46:54.149900,2014-03-11T08:46:55.759900,4,"BAM,CPM,LAM,SAM",4,0.9930934309959412
2014-03-11T09:02:35.849900,2014-03-11T09:02:36.680000,4,"BAM,CPM,GBM,SAM",4,0.9964636564254761
2014-03-11T09:44:28.669900,2014-03-11T09:44:36.370000,4,"CPM,IA2,MLM,SAM",4,0.9868713617324829
2014-03-11T11:56:45.519900,2014-03-11T11:56:54.819900,4,"BAM,CPM,GBM,SAM",5,0.9685863256454468
2014-03-11T12:07:28.040000,2014-03-11T12:07:35.499900,4,"BAM,GBM,MLM,SAM",4,0.9712764024734497
2014-03-11T16:15:01.299900,2014-03-11T16:15:11.149900,5,"BAM,CPM,IA2,MLM,SAM",5,0.9906194806098938
2014-03-11T16:34:05.260000,2014-03-11T16:34:14.469900,5,"BAM,GBM,IA2,MLM,SAM",5,0.9624332785606384
2014-03-11T16:34:28.809900,2014-03-11T16:34:34.959900,4,"BAM,CPM,GBM,MLM",4,0.9621165990829468
2014-03-11T17:18:58.780000,2014-03-11T17:19:01.300000,4,"BAM,GBM,LAM,SAM",4,0.9718605279922485
2014-03-11T18:11:26.869900,2014-03-11T18:11:31.220000,4,"BAM,CPM,MLM,SAM",4,0.963361382484436
2014-03-11T18:11:41.889900,2014-03-11T18:11:50.769900,4,"BAM,GBM,MLM,SAM",4,0.9923722743988037
2014-03-11T18:23:19.230000,2014-03-11T18:23:25.439900,4,"BAM,GBM,LAM,SAM",4,0.998802661895752
2014-03-11T18:24:19.889900,2014-03-11T18:24:22.279900,4,"BAM,GBM,MLM,SAM",4,0.9915316104888916
2014-03-11T18:26:43.420000,2014-03-11T18:26:51.139900,4,"BAM,GBM,MLM,SAM",4,0.9804567098617554
2014-03-11T18:28:49.250000,2014-03-11T18:28:55.549900,5,"BAM,CPM,GBM,LAM,SAM",5,0.9699828028678894
2014-03-11T18:33:46.229900,2014-03-11T18:33:55.259900,4,"BAM,GBM,MLM,SAM",6,0.9997585415840149
2014-03-11T19:25:49.620000,2014-03-11T19:25:57.299900,4,"BAM,GBM,IA2,LAM",4,0.9901024103164673
2014-03-11T19:52:50.330000,2014-03-11T19:52:50.989900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999957084655762
2014-03-11T20:50:22.600000,2014-03-11T20:50:22.989900,4,"CPM,IA2,LAM,MLM",4,0.9999343752861023
2014-03-11T20:50:38.990000,2014-03-11T20:50:41.999900,5,"BAM,CPM,GBM,IA2,MLM",5,0.9830132722854614
2014-03-11T23:10:57.570000,2014-03-11T23:10:58.969900,4,"BAM,CPM,IA2,SAM",4,0.9776732921600342
2014-03-12T05:40:37.029900,2014-03-12T05:40:46.909900,4,"BAM,CPM,LAM,MLM",4,0.9999814629554749
2014-03-12T08:22:10.769900,2014-03-12T08:22:11.729900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999990463256836
2014-03-12T08:32:38.259900,2014-03-12T08:32:42.959900,4,"BAM,CPM,GBM,SAM",4,0.9906996488571167
2014-03-12T10:12:07.949900,2014-03-12T10:12:17.130000,4,"BAM,GBM,MLM,SAM",4,0.9718601703643799
2014-03-12T11:17:44.709900,2014-03-12T11:17:48.499900,4,"BAM,CPM,GBM,MLM",4,0.9938783049583435
2014-03-12T12:02:00.569900,2014-03-12T12:02:06.599900,4,"BAM,CPM,GBM,MLM",4,0.9998557567596436
2014-03-12T14:26:54.670000,2014-03-12T14:27:00.179900,4,"BAM,CPM,GBM,IA2",4,0.9724915623664856
2014-03-12T14:52:21.400000,2014-03-12T14:52:26.669900,4,"BAM,GBM,LAM,MLM",4,0.9885985851287842
2014-03-12T16:47:36.649900,2014-03-12T16:47:40.269900,4,"BAM,CPM,GBM,MLM",4,0.9843094348907471
2014-03-12T16:50:40.389900,2014-03-12T16:50:43.609900,4,"BAM,CPM,GBM,MLM",4,0.9803493022918701
2014-03-12T16:52:46.209900,2014-03-12T16:52:53.170000,4,"BAM,CPM,MLM,SAM",4,0.9829971790313721
2014-03-12T17:29:05.149900,2014-03-12T17:29:13.069900,4,"BAM,CPM,GBM,MLM",5,0.9823772311210632
2014-03-12T18:58:50.449900,2014-03-12T18:58:53.929900,4,"BAM,CPM,GBM,SAM",4,0.9796902537345886
2014-03-12T19:27:07.380000,2014-03-12T19:27:09.229900,4,"BAM,GBM,IA2,MLM",4,0.9985137581825256
2014-03-12T19:43:08.039900,2014-03-12T19:43:16.340000,4,"BAM,CPM,IA2,MLM",4,0.9648343324661255
2014-03-12T19:55:05.339900,2014-03-12T19:55:10.739900,4,"BAM,GBM,IA2,MLM",4,0.9563292264938354
2014-03-12T19:57:30.799900,2014-03-12T19:57:36.359900,4,"BAM,CPM,GBM,IA2",5,0.9952417612075806
2014-03-12T19:57:57.439900,2014-03-12T19:58:05.819900,4,"BAM,CPM,GBM,IA2",6,0.9945322275161743
2014-03-12T20:04:19.340000,2014-03-12T20:04:24.199900,4,"CPM,GBM,MLM,SAM",4,0.9965916872024536
2014-03-12T20:24:48.949900,2014-03-12T20:24:54.329900,4,"BAM,CPM,GBM,MLM",4,0.9944026470184326
2014-03-13T06:13:46.899900,2014-03-13T06:13:47.930000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.999502420425415
2014-03-13T10:57:40.340000,2014-03-13T10:57:48.909900,4,"BAM,CPM,IA2,MLM",4,0.9970234632492065
2014-03-13T11:04:16.839900,2014-03-13T11:04:24.439900,4,"BAM,CPM,GBM,MLM",4,0.9937928318977356
2014-03-13T11:15:01.519900,2014-03-13T11:15:10.389900,4,"BAM,CPM,LAM,MLM",4,0.9950026273727417
2014-03-13T11:59:05.800000,2014-03-13T11:59:15.159900,5,"BAM,CPM,GBM,IA2,MLM",6,0.9570963382720947
2014-03-13T12:04:01.790000,2014-03-13T12:04:07.269900,4,"BAM,GBM,IA2,MLM",4,0.9835015535354614
2014-03-13T13:44:24.839900,2014-03-13T13:44:26.619900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999926686286926
2014-03-13T14:09:47.349900,2014-03-13T14:09:55.719900,5,"BAM,GBM,LAM,MLM,SAM",5,0.9899183511734009
2014-03-13T14:28:18.830000,2014-03-13T14:28:23.630000,4,"BAM,LAM,MLM,SAM",4,0.9999998211860657
2014-03-13T14:29:36.489900,2014-03-13T14:29:45.050000,4,"BAM,LAM,MLM,SAM",4,0.9891396760940552
2014-03-13T14:36:45.119900,2014-03-13T14:36:52.260000,4,"BAM,CPM,LAM,SAM",4,0.9990496635437012
2014-03-13T14:42:16.400000,2014-03-13T14:42:16.719900,4,"BAM,GBM,LAM,SAM",4,0.9976334571838379
2014-03-13T15:37:05.739900,2014-03-13T15:37:14.789900,4,"BAM,CPM,GBM,MLM",4,0.9954882860183716
2014-03-13T16:30:20.269900,2014-03-13T16:30:26.759900,4,"CPM,GBM,MLM,SAM",4,0.9791526794433594
2014-03-13T17:14:59.379900,2014-03-13T17:15:06.589900,4,"BAM,CPM,GBM,SAM",4,0.971585750579834
2014-03-13T17:15:49.909900,2014-03-13T17:15:59.599900,5,"BAM,CPM,GBM,MLM,SAM",5,0.9525448083877563
2014-03-13T17:31:15.189900,2014-03-13T17:31:20.310000,4,"BAM,CPM,MLM,SAM",4,0.9974362850189209
2014-03-13T17:44:40.369900,2014-03-13T17:44:45.769900,4,"BAM,CPM,GBM,MLM",4,0.9998325109481812
2014-03-13T21:09:36.959900,2014-03-13T21:09:39.470000,4,"BAM,GBM,IA2,SAM",4,0.9451308250427246
2014-03-13T21:28:45.270000,2014-03-13T21:28:49.919900,4,"BAM,GBM,MLM,SAM",5,0.9979726076126099
2014-03-13T22:05:46.770000,2014-03-13T22:05:48.810000,4,"GBM,IA2,LAM,SAM",4,0.9999510645866394
2014-03-13T22:29:03.139900,2014-03-13T22:29:04.529900,4,"BAM,CPM,GBM,IA2",4,0.9999983310699463
2014-03-13T23:25:50,2014-03-13T23:25:51.430000,4,"BAM,IA2,LAM,SAM",4,0.9994688630104065
2014-03-14T00:09:23.789900,2014-03-14T00:09:25.829900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999998211860657
2014-03-14T00:12:44.720000,2014-03-14T00:12:45.500000,4,"BAM,GBM,IA2,LAM",4,0.9999885559082031
2014-03-14T00:16:00.629900,2014-03-14T00:16:02.129900,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999923706054688
2014-03-14T02:56:04.299900,2014-03-14T02:56:04.930000,5,"BAM,CPM,GBM,IA2,MLM",5,0.9998411536216736
2014-03-14T02:56:22.609900,2014-03-14T02:56:24.559900,4,"BAM,GBM,IA2,SAM",4,0.9998186826705933
2014-03-14T05:29:08.359900,2014-03-14T05:29:09.119900,5,"BAM,CPM,GBM,IA2,MLM",5,0.9997878670692444
2014-03-14T05:29:24.919900,2014-03-14T05:29:25.849900,4,"BAM,CPM,GBM,IA2",4,0.9944126009941101
2014-03-14T07:19:45.539900,2014-03-14T07:19:47.259900,4,"BAM,CPM,GBM,IA2",4,0.9958136081695557
2014-03-14T08:34:15.870000,2014-03-14T08:34:17.280000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9993696212768555
2014-03-14T08:48:04.109900,2014-03-14T08:48:10.969900,4,"BAM,CPM,GBM,MLM",5,0.9465216398239136
2014-03-14T09:36:35.140000,2014-03-14T09:36:36.130000,4,"BAM,GBM,IA2,LAM",4,0.9999536871910095
2014-03-14T09:38:48.540000,2014-03-14T09:38:49.530000,5,"BAM,GBM,IA2,LAM,MLM",5,0.9973083734512329
2014-03-14T10:06:27.049900,2014-03-14T10:06:33.779900,4,"BAM,GBM,MLM,SAM",5,0.9901381731033325
2014-03-14T10:15:02.349900,2014-03-14T10:15:03.230000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9943563342094421
2014-03-14T10:56:26.559900,2014-03-14T10:56:29.499900,4,"BAM,CPM,GBM,MLM",4,0.9417277574539185
2014-03-14T11:14:32.929900,2014-03-14T11:14:38.009900,4,"BAM,CPM,GBM,IA2",4,0.9817134141921997
2014-03-14T11:23:28.629900,2014-03-14T11:23:32.889900,4,"BAM,CPM,GBM,MLM",5,0.9763140678405762
2014-03-14T11:24:30.850000,2014-03-14T11:24:36.029900,4,"BAM,GBM,IA2,MLM",4,0.9692412614822388
2014-03-14T11:27:00.649900,2014-03-14T11:27:08.029900,4,"BAM,GBM,MLM,SAM",4,0.9637187123298645
2014-03-14T11:30:04.569900,2014-03-14T11:30:11.129900,4,"BAM,CPM,GBM,SAM",4,0.9969049692153931
2014-03-14T11:53:46.299900,2014-03-14T11:53:54.209900,4,"BAM,CPM,GBM,MLM",4,0.9728786945343018
2014-03-14T12:06:50.509900,2014-03-14T12:06:54.349900,4,"BAM,GBM,IA2,MLM",4,0.9914463758468628
2014-03-14T12:21:17.859900,2014-03-14T12:21:24.259900,4,"BAM,CPM,GBM,MLM",5,0.9600756168365479
2014-03-14T12:43:28.959900,2014-03-14T12:43:33.780000,4,"BAM,IA2,MLM,SAM",4,0.9384632110595703
2014-03-14T13:17:56.749900,2014-03-14T13:18:02.509900,4,"BAM,CPM,GBM,MLM",4,0.9889015555381775
2014-03-14T13:34:44.210000,2014-03-14T13:34:51.789900,4,"BAM,GBM,IA2,MLM",4,0.9999994039535522
2014-03-14T13:36:34.809900,2014-03-14T13:36:42.939900,4,"BAM,GBM,IA2,MLM",4,0.9954175353050232
2014-03-14T13:49:04.149900,2014-03-14T13:49:10.409900,4,"BAM,CPM,GBM,MLM",4,0.9967125058174133
2014-03-14T13:52:03.249900,2014-03-14T13:52:08.569900,5,"BAM,CPM,GBM,LAM,MLM",6,0.9996254444122314
2014-03-14T13:54:47.209900,2014-03-14T13:54:56.199900,4,"BAM,CPM,GBM,MLM",4,0.9900718927383423
2014-03-14T14:00:36.379900,2014-03-14T14:00:44.239900,4,"BAM,CPM,GBM,MLM",5,0.9917827844619751
2014-03-14T14:01:55.659900,2014-03-14T14:02:01.980000,4,"BAM,CPM,GBM,IA2",4,0.9999995231628418
2014-03-14T14:14:08.589900,2014-03-14T14:14:13.949900,5,"BAM,CPM,GBM,IA2,LAM",7,0.9999666810035706
2014-03-14T14:44:07.949900,2014-03-14T14:44:17.809900,4,"BAM,CPM,MLM,SAM",4,0.9794025421142578
2014-03-14T14:45:41.739900,2014-03-14T14:45:43.129900,4,"BAM,CPM,GBM,LAM",4,0.9903610944747925
2014-03-14T14:56:20.819900,2014-03-14T14:56:26.549900,4,"BAM,CPM,GBM,MLM",4,0.9700721502304077
2014-03-14T15:46:56.879900,2014-03-14T15:47:04.329900,4,"BAM,CPM,GBM,MLM",5,0.9953440427780151
2014-03-14T15:50:43.619900,2014-03-14T15:50:46.780000,4,"BAM,IA2,MLM,SAM",4,0.9781908988952637
2014-03-14T16:07:52.069900,2014-03-14T16:07:54.129900,6,"BAM,CPM,IA2,LAM,MLM,SAM",6,0.9999986290931702
2014-03-14T16:39:43.559900,2014-03-14T16:39:48.629900,4,"BAM,CPM,GBM,LAM",4,0.9979293346405029
2014-03-14T16:43:37.869900,2014-03-14T16:43:42.389900,4,"BAM,CPM,GBM,SAM",4,0.984900951385498
2014-03-14T17:03:10.060000,2014-03-14T17:03:13.749900,4,"BAM,CPM,MLM,SAM",4,0.9994673728942871
2014-03-14T17:30:22.439900,2014-03-14T17:30:29.719900,4,"BAM,CPM,GBM,MLM",4,0.9971058368682861
2014-03-14T17:34:32.109900,2014-03-14T17:34:35.269900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9998969435691833
2014-03-14T17:38:21.689900,2014-03-14T17:38:23.739900,5,"BAM,CPM,GBM,IA2,LAM",5,0.999721884727478
2014-03-14T17:46:23.430000,2014-03-14T17:46:27.619900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999853372573853
2014-03-14T17:49:05.539900,2014-03-14T17:49:06.510000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999998211860657
2014-03-14T17:55:40.559900,2014-03-14T17:55:42.210000,5,"BAM,GBM,IA2,LAM,SAM",5,0.999987781047821
2014-03-14T18:00:25.799900,2014-03-14T18:00:26.669900,6,"BAM,CPM,GBM,IA2,LAM,MLM",6,0.999976396560669
2014-03-14T18:11:03.409900,2014-03-14T18:11:10.020000,4,"BAM,GBM,IA2,SAM",4,0.9999997019767761
2014-03-14T18:15:24.229900,2014-03-14T18:15:30.159900,4,"BAM,CPM,GBM,IA2",4,0.9999995231628418
2014-03-14T18:30:52.860000,2014-03-14T18:31:02.269900,4,"BAM,GBM,IA2,MLM",4,0.9693323969841003
2014-03-14T19:17:32.709900,2014-03-14T19:17:37.310000,4,"BAM,GBM,IA2,LAM",5,0.9990650415420532
2014-03-14T19:29:08.860000,2014-03-14T19:29:10.259900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999985694885254
2014-03-14T19:47:39.289900,2014-03-14T19:47:40.549900,4,"BAM,GBM,IA2,LAM",4,0.9997027516365051
2014-03-14T19:55:01.900000,2014-03-14T19:55:02.760000,4,"BAM,GBM,IA2,LAM",4,0.999576210975647
2014-03-14T20:47:55.660000,2014-03-14T20:47:56.659900,4,"BAM,GBM,IA2,LAM",4,0.9639791250228882
2014-03-14T21:47:39.530000,2014-03-14T21:47:40.530000,4,"BAM,GBM,IA2,LAM",4,0.9999893307685852
2014-03-14T22:48:40.930000,2014-03-14T22:48:42.200000,4,"BAM,GBM,LAM,SAM",4,0.9846397638320923
2014-03-14T23:31:37.470000,2014-03-14T23:31:47.279900,4,"BAM,CPM,LAM,MLM",5,0.9920855760574341
2014-03-14T23:33:39.910000,2014-03-14T23:33:44.359900,4,"BAM,CPM,IA2,MLM",4,0.9859336614608765
2014-03-14T23:36:56.440000,2014-03-14T23:37:01.899900,4,"BAM,CPM,GBM,IA2",4,0.9999914169311523
2014-03-14T23:49:27.719900,2014-03-14T23:49:31.910000,4,"BAM,GBM,IA2,SAM",4,0.9767410755157471
2014-03-15T01:13:45.519900,2014-03-15T01:13:47.939900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999253153800964
2014-03-15T01:20:58.559900,2014-03-15T01:20:59.270000,4,"BAM,GBM,IA2,LAM",4,0.9999993443489075
2014-03-15T01:31:16.219900,2014-03-15T01:31:17.050000,4,"BAM,GBM,IA2,LAM",4,0.9999978542327881
2014-03-15T02:14:18.530000,2014-03-15T02:14:19.650000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999995231628418
2014-03-15T02:33:01.639900,2014-03-15T02:33:06.929900,4,"GBM,IA2,MLM,SAM",4,0.9971596002578735
2014-03-15T02:41:07.340000,2014-03-15T02:41:11.769900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-15T02:49:47.080000,2014-03-15T02:49:48.800000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999890923500061
2014-03-15T02:51:36.849900,2014-03-15T02:51:37.970000,4,"BAM,GBM,IA2,SAM",4,0.9992108345031738
2014-03-15T03:04:28.069900,2014-03-15T03:04:29.710000,4,"BAM,GBM,IA2,SAM",4,0.9999412298202515
2014-03-15T03:05:21.060000,2014-03-15T03:05:22.939900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999982118606567
2014-03-15T03:05:43.829900,2014-03-15T03:05:48.550000,4,"BAM,GBM,IA2,SAM",4,0.9991849660873413
2014-03-15T03:34:44.580000,2014-03-15T03:34:46.859900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999998211860657
2014-03-15T03:46:52.749900,2014-03-15T03:46:56.880000,4,"BAM,GBM,IA2,SAM",4,0.9997307062149048
2014-03-15T14:34:12.239900,2014-03-15T14:34:15.819900,4,"BAM,CPM,GBM,SAM",4,0.9477941989898682
2014-03-15T14:51:11.489900,2014-03-15T14:51:12.069900,5,"CPM,GBM,IA2,LAM,MLM",5,0.9999999403953552
2014-03-15T16:05:39.880000,2014-03-15T16:05:41.789900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,1.0
2014-03-15T17:11:58.339900,2014-03-15T17:11:59.959900,4,"BAM,CPM,GBM,IA2",4,0.9999449849128723
2014-03-15T17:25:28.559900,2014-03-15T17:25:30.049900,4,"CPM,GBM,IA2,SAM",4,0.999995231628418
2014-03-15T18:48:27.640000,2014-03-15T18:48:30.599900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999995231628418
2014-03-15T19:54:41.640000,2014-03-15T19:54:42.810000,4,"BAM,GBM,IA2,LAM",4,0.9998562932014465
2014-03-15T20:05:38.600000,2014-03-15T20:05:39.889900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999998807907104
2014-03-15T21:07:11.070000,2014-03-15T21:07:11.870000,4,"BAM,GBM,LAM,SAM",4,0.999983549118042
2014-03-15T21:15:49.300000,2014-03-15T21:15:54.050000,4,"BAM,GBM,IA2,LAM",4,0.9982292652130127
2014-03-15T21:42:42.910000,2014-03-15T21:42:44.599900,4,"BAM,GBM,IA2,LAM",4,0.9999611377716064
2014-03-15T21:54:02.340000,2014-03-15T21:54:04.320000,4,"BAM,GBM,LAM,SAM",4,0.9999814629554749
2014-03-15T22:13:15.229900,2014-03-15T22:13:16.719900,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999921321868896
2014-03-15T22:35:57.089900,2014-03-15T22:36:02.340000,5,"BAM,GBM,IA2,LAM,SAM",6,0.9999626278877258
2014-03-15T22:37:44.049900,2014-03-15T22:37:44.770000,4,"BAM,GBM,IA2,SAM",4,0.9993629455566406
2014-03-15T22:42:48.530000,2014-03-15T22:42:49.950000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999788999557495
2014-03-15T22:44:25.259900,2014-03-15T22:44:27.679900,6,"BAM,CPM,GBM,IA2,MLM,SAM",6,0.9998990297317505
2014-03-15T22:44:56.929900,2014-03-15T22:44:59.409900,4,"BAM,CPM,GBM,IA2",4,0.9999931454658508
2014-03-15T22:48:25.200000,2014-03-15T22:48:27.110000,4,"BAM,GBM,LAM,SAM",4,0.99990314245224
2014-03-15T22:50:21.509900,2014-03-15T22:50:25.529900,4,"BAM,CPM,GBM,LAM",5,0.9922348260879517
2014-03-15T22:51:14.169900,2014-03-15T22:51:18.630000,4,"BAM,GBM,IA2,LAM",6,0.9997503757476807
2014-03-15T22:52:15.019900,2014-03-15T22:52:16.790000,4,"BAM,GBM,IA2,SAM",4,0.9982922673225403
2014-03-15T22:54:02.220000,2014-03-15T22:54:03.460000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999992251396179
2014-03-15T22:56:59.319900,2014-03-15T22:57:05.060000,5,"BAM,GBM,IA2,LAM,SAM",7,0.9999942183494568
2014-03-15T23:00:38.710000,2014-03-15T23:00:40.180000,4,"BAM,GBM,LAM,SAM",4,0.9999902844429016
2014-03-15T23:14:24.340000,2014-03-15T23:14:25.560000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9998189210891724
2014-03-15T23:14:31.270000,2014-03-15T23:14:33.399900,4,"GBM,IA2,LAM,MLM",4,0.9996745586395264
2014-03-15T23:16:02.309900,2014-03-15T23:16:06.010000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9988535642623901
2014-03-15T23:26:46.759900,2014-03-15T23:26:48.239900,4,"BAM,CPM,GBM,IA2",4,0.9995737075805664
2014-03-15T23:38:31.380000,2014-03-15T23:38:33.060000,4,"BAM,GBM,LAM,SAM",4,0.999971330165863
2014-03-15T23:40:17.169900,2014-03-15T23:40:19.539900,5,"BAM,GBM,IA2,MLM,SAM",5,0.9999931454658508
2014-03-15T23:43:43.840000,2014-03-15T23:43:45.509900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999083876609802
2014-03-15T23:48:43.350000,2014-03-15T23:48:44.620000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999966621398926
2014-03-15T23:52:22.430000,2014-03-15T23:52:24.209900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999999403953552
2014-03-15T23:55:35.920000,2014-03-15T23:55:37.570000,5,"BAM,GBM,IA2,LAM,SAM",5,0.999852180480957
2014-03-16T00:12:03.869900,2014-03-16T00:12:09.260000,5,"BAM,GBM,IA2,LAM,SAM",7,0.9999876022338867
2014-03-16T00:25:37.799900,2014-03-16T00:25:38.839900,4,"BAM,CPM,GBM,IA2",4,0.9999932646751404
2014-03-16T00:33:55.439900,2014-03-16T00:33:56.609900,5,"BAM,CPM,GBM,IA2,SAM",5,0.9999998211860657
2014-03-16T00:38:56,2014-03-16T00:38:56.980000,4,"BAM,GBM,IA2,LAM",4,0.9996156692504883
2014-03-16T00:40:50.249900,2014-03-16T00:40:51.370000,4,"BAM,GBM,IA2,SAM",4,0.9996637105941772
2014-03-16T01:04:11.099900,2014-03-16T01:04:12.750000,4,"BAM,GBM,IA2,SAM",4,0.9997879266738892
2014-03-16T01:10:05.139900,2014-03-16T01:10:05.790000,4,"BAM,GBM,IA2,LAM",4,0.9999920129776001
2014-03-16T01:18:22.470000,2014-03-16T01:18:23.799900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999996423721313
2014-03-16T01:38:33.219900,2014-03-16T01:38:34.470000,4,"BAM,GBM,IA2,SAM",4,0.9995343685150146
2014-03-16T01:42:04.070000,2014-03-16T01:42:06.039900,6,"BAM,GBM,IA2,LAM,MLM,SAM",6,1.0
2014-03-16T01:43:38.220000,2014-03-16T01:43:40,5,"BAM,CPM,IA2,LAM,SAM",5,0.999853253364563
2014-03-16T01:43:59.160000,2014-03-16T01:44:00.490000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999992847442627
2014-03-16T01:50:15.329900,2014-03-16T01:50:16.719900,4,"BAM,GBM,IA2,LAM",4,0.9998645186424255
2014-03-16T01:57:29.739900,2014-03-16T01:57:31.840000,5,"BAM,GBM,IA2,LAM,SAM",5,0.9999986290931702
2014-03-16T02:03:42.520000,2014-03-16T02:03:45.719900,4,"CPM,GBM,IA2,LAM",4,0.9962520599365234
2014-03-16T02:18:22.420000,2014-03-16T02:18:23.659900,6,"BAM,GBM,IA2,LAM,MLM,SAM",6,0.9999998211860657
2014-03-16T02:21:08.130000,2014-03-16T02:21:09.060000,4,"BAM,GBM,IA2,LAM",4,0.9999909996986389
2014-03-16T02:37:08.889900,2014-03-16T02:37:09.979900,4,"BAM,CPM,GBM,IA2",4,0.9999839663505554
2014-03-16T02:38:27.670000,2014-03-16T02:38:29.189900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999653697013855
2014-03-16T02:47:18.089900,2014-03-16T02:47:20.039900,4,"BAM,CPM,GBM,IA2",4,0.9999828934669495
2014-03-16T03:00:09.689900,2014-03-16T03:00:10.570000,4,"BAM,CPM,GBM,IA2",4,0.9999749064445496
2014-03-16T03:05:27.570000,2014-03-16T03:05:29.399900,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9999985098838806
2014-03-16T03:18:58.900000,2014-03-16T03:19:00.839900,6,"CPM,GBM,IA2,LAM,MLM,SAM",6,1.0
2014-03-16T03:36:08.629900,2014-03-16T03:36:11.530000,4,"BAM,GBM,LAM,SAM",4,0.9932398796081543
2014-03-16T03:45:04.149900,2014-03-16T03:45:05.649900,4,"BAM,CPM,GBM,LAM",4,0.998117208480835
2014-03-16T03:47:24.589900,2014-03-16T03:47:26.580000,6,"BAM,CPM,GBM,IA2,LAM,SAM",6,0.9997891187667847
2014-03-16T03:49:17.859900,2014-03-16T03:49:20.569900,4,"BAM,CPM,GBM,IA2",4,0.9999893307685852
2014-03-16T04:27:39.030000,2014-03-16T04:27:40.690000,4,"GBM,IA2,LAM,SAM",4,0.9994632601737976
2014-03-16T04:28:35.620000,2014-03-16T04:28:37.150000,5,"BAM,GBM,IA2,LAM,SAM",5,1.0
2014-03-16T04:29:08.329900,2014-03-16T04:29:10.159900,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999991059303284
2014-03-16T04:34:50.160000,2014-03-16T04:34:51.939900,5,"BAM,CPM,GBM,IA2,LAM",5,0.9999887347221375
2014-03-16T04:39:07.080000,2014-03-16T04:39:10.559900,7,"BAM,CPM,GBM,IA2,LAM,MLM,SAM",7,0.9999997615814209
